created_at,default_profile,default_profile_image,description,favourites_count,followers_count,friends_count,has_extended_profile,id,id_str,lang,listed_count,location,name,screen_name,status,statuses_count,url,verified
Wed Feb 01 18:07:24 +0000 2017,True,False,prabida,71,0,0,False,826854479605747713,826854479605747713,,0,,Kindra Stobbe,StobbeKindra,"{'created_at': 'Tue Mar 14 09:06:50 +0000 2017', 'id': 841576341803741184, 'id_str': '841576341803741184', 'text': ""j'aimerais être une dent pr pouvoir sentir la sensation de plaisir qu'elle ressent lorsqu'elle pénètre ta chapelure"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'fr'}",116,,False
